name,date,star,comment
Muhammad Ni'mal Labiq,10 Desember 2024,1,"Game ini banyak kekurangan semisal mengenai apabila player terkena afk, ia tidak dapat komplen alasan afk tersebut apa jadi kurang lah untuk interaksi antara player dan sistemnya.. mendingan HOK"
Ana 21,29 Oktober 2024,1,"Jujur game nya bagus tapi, saya bermain game ini gak asik, saya main suka lostrek,pangkat renk saya ngestak gak anik², monton sekang punya draksistem, jadi kanyamanan barmain game ituh kurang malah bisa prestasi, kalian ada masalah yang sama kaya gini gak, kalo ada wah parah ini game gak asik banget pokonya."
Rapid Saputra,13 Agustus 2024,1,"Maaf ya min saya kasih bintang 1,saya sangat kecewa sama player yang ada di ML.Terkadang saya main kebanyakan mendapatkan tim yang tidak kompak, selalu ada player yang ngetrol,dan kebanyakan drak sistem.Padahal saya pengen game moba ini lebih banyak yang minati di bandingkan dengan game moba yang baru liris di global,tapi gimana banyak yang minati kalau kebanyakannya drak sistem,memang setiap game pasti ada drak sistem nya,tapi menurut ku di game ML lah yang lebih banyak drak sistem 😔"
Yanuar Adji Pangestu,15 November 2024,3,"Gua lebih support nih gem ketimbang sebelah, sama2 parah sih, cuman males aja disebelah banyak bocil fomo skin, plus gak ada fitur harus belajar Hero diclasic dulu baru bisa dibuat renk, itu fitur yang sangat cerdas ketimbang MOBA lain, hanya lebih ke penataan mech tim, bisa satu tim bisa memilih rol yang dia jago, bukan yang diinginkan, kalo bisa dipilihin sama sistem kek sebelah, tapinya plus minus sih, sama kurangin harga diamond, ato skin, biar bisa bersaing sama sebelah, go moonton"
68 Agus Yahya,10 Desember 2024,2,"Gk tau kenapa, tiba² stuck dan pas restart ada tulisan loading system, padahal wifi lancar. lama² kalo begini terus gua jamin bakalan sepi pada main game ini. pointnya banyak bug,dll. Tolong direspon dan bijak dalam pengambilan kebijakan biar para player Bertambah bukannya berkurang."
Weslin When,21 November 2024,5,"Kalau ud di kirim kompensasi nya baru saya kasi 5 bintang lagi, saya sudah topup lebih dari 500dm tapi tidak dapat token quest topup, MONTOON !!!!"
Lukman Ma'arief,26 November 2024,2,"tolong mode ranknya diperbaiki lagi, koneksinya buruk masa pas main rank sering leg tapi pas buka aplikasi yg lain lancar2 aja. terus masa kalo main solo selalu dapat tim dark system mulu. main di mytic rank tapi rasa tim grandmaster, lawanya rasa mytic immortal. oii moonton baca jangan cuma diam aja. sekian terima gaji"
Putra Leo,9 November 2024,1,Game dengan sistem match making terburuk menang 1 kali di kasih tim beban 7 kali tolong montoon perbaiki lagi sistem match making ini saya sebagai player solo sangat tertekan mendapatkan tim yang tidak mengerti cara bermain dan tolong sistem match makingnya jangan di campur solo dengan party mana katanya game adil dan seimbang tolong montoon jangan hanya mengeluarkan skin terus menerus pikirkan juga player...
Arta Mariana,6 November 2024,4,Game nya bagus tapi hero badang nya kok di batasi sklill 1 nya cuma 2x pukulan saja tidak seperti hero2 yang lainya..
Aris Muhtardi,1 Desember 2024,1,"Ini game makin"" Ke sini bikin emosi Di kasih tim drak sistem terus gua mvp malah kena hukuman afk gajelas banget ini game Jaringan suka tiba"" Lag lama banget ke normal nya padahal sinyal bagus Bikin game yg bener dong masa kalah mvp kena ripoth afk ga jelas banget"
Sayid Abdulaziz,29 November 2024,1,"Ini game ya sudah di setting sedemikian hebatnya, ketika menang kita akan menang berturut2 ketika kalah jg begitu biar yg main game ini semakin terus penasaran dan terus memainkan game ini untuk naikin rank nya. Game ini seperti perjudian.game tersampah di dunia"
Risa Khaufi,6 Desember 2024,4,"Bagus, tapi banyak dark sistem nya. Moonton kurang-kurangin yah dark sistemnya."
Syarip Bna,5 Desember 2024,5,"Saya sangat menyukai nya, karena game ini sangat bagus dan menyenangkan dan kenapa selalu saya lostrek. Saya capek montoon. Dan kenapa kadang""sinyal gua lag pdahal gua main game yang lain sinyalnya bagus. GG monton"
Andrea Hidayatullah,5 Desember 2024,1,"Makin kesini mobile legends makin parah. Jujur ya, pertama kali main game mobile legends tuh enak² aja. Hal yg perlu d perhatikan sbgai berikut: 1. Mengenai bug analog yg trkadang suka berhenti sndiri pas kita gerakin analognya 2. Masalah jaringan, perlu d perbaiki lg agar main lebih stabil. 3. Matchmaking yg makin membusuk. Tolong untuk matchmaking jg d perbaiki. Padahal sblmnya waktu ml jaman baheula matchmaking ga membusuk. Tolong di perbaiki segera!. Sekian terimakasih."
M Ulil Albab,11 November 2024,1,"Yang bener kalo ngasih team sama lawan . Yang seimbang , biar enak game di mainkan nya . Sakit kepala dapet team yang aneh aneh terus ."
Ahmad Fauzi Alamsah,2 Desember 2024,1,"game nya jelek soalnya ada bug di game nya yaitu retri yg tidak tau kena apa kalau lgi kontes, udh di garis terus gua pencet retri kok gk ada damage?, tolong moonton ini diperbaiki segera karena ini mempertaruhkan suku ras dan keluarga"
Suroso Roso,2 Desember 2024,5,"Bagusss bangettttttttt, salah satu game yang aku suka dan game yang mudah di mainkan. Jaya terus ya ML semoga kedepannya bisa jadi yang lebih baik lagi maksih atas game dan hiburannya bayy"
Oppo,28 November 2024,2,"nih moonton grafik nya oke tapi tolong, kondisikan tim yang sesuai, trus kondisikan sinyal nya ya sekali lagi kalo ngelag saya akan pindah ke HOK karena game disana seimbang dan banyak gratis Hero lah elu? disuruh main 5 kali untuk dapet skin spesial, bisa pilih role Hero yang kita mau."
Agus Prayitno,11 November 2024,5,Bagus bisa ilangin cape tp tolong event nya di kurangin ya soalnya ngambilin iventnya tuh capek blom maen udh cape sma pemainnya jangan dark sistem dong plis
Waiz Al,28 November 2024,1,Dark system . Main menang 1 kali kalah 3 sampai 5 kali. Gimana sih moonton??? Jadi ga betah main lama lama kaya begini. Cape² ngepush pas mau naik mytich malah dark system
Angga En-Ciel,9 Desember 2024,1,Update tanpa perubahan... Montoon server kacau ga ada abisnya dikasih team ancuran gda naek2nya turun trus bosen juga solo ga pernah diorangin selagi dpt team suport lansung ngeblast restart sndri game masuk susah tau tau afk....
Dharma Argananta,21 September 2024,2,Semuanya bagus grafik juga bagus update terbaru juga bagus sayangnya cuma kenapa saya dapat tim yang kurang kompatibel. Lawanya juga sangat sulit tapi tim nya yang tidak baik. Kadang juga tim nya ngetrol dan sengaja kalah Makai Hero juga Asal asalan. Itu emang dari sistem gitu atau tidak??. Itu sangat merugikan banget bagi saya apalagi ketika main di mode rank sangat rugi sekali. Saya mohon moonton dapat mengatasi ini saya sangat kecewa sekali sangat merugikan bagi saya.+matchmaking tdk seimbang
Masmatew (Matthew),5 Oktober 2024,1,"Update berkedok downgrade. Sinyal makin ga stabil, animasi geraknya masih lebih patah dari berapa game moba yg pernah dicoba (aov, hok, vainglory, wild rift), lawan ga pernah sebanding, banyak smurf, solo player matching lawan party, gacha ampas, harga top up mahal, ga dengerin comunity kecil yang main, efek skin biasa aja. Ada lagi? 1 hal lagi, tolong influencer yg hidup dari sini bantu kita—player yang biasa aja—buat nyampein pesan ini ke developer."
Yuli Pnd,3 Desember 2024,1,Saya kasih bintang satu karna musuh nya di game jago jago semua ga ada yang ga jago gimana sih bukanya meng hilang kan stres malah nambah mooonton moonton
Moci moci,5 Desember 2024,1,"Padahal udh di pencet jeda pengunduhan tp ttp di unduh datanya.sedang asik² main, eh pas diliat kok Kouta udh abis ternyata download data ml.padahal gaada mencet buat ngunduh kesel bngt.kalau gini mending gausa main ml nyusahin tau g si."
Qryzhkrai Khairullah,13 Desember 2024,5,"Server game ngelag, double jaringan tetap ping merah. Bisakah developer mengurus game ini dengan benar?"
Nayla Azri Alfarizqy,15 September 2024,1,"ini game, aku kalo main magic chess,itu naek turun naek turun anjir,terus pernah ada event skin epick free pertama kali sebelum banyak skin yg dibagi, katanya ambil ternyata acak, aku malah dapet marsha yg gk bisa heronya,main rank kadang banyak cobaan dan DARI SISTEM, Tolong diperbaiki dan jangan mabuk lagi ya ☺💢 Oh ya, dan aku gk rekomendasi download buat org yg emosian dan gampang naik darah ☺💢"
Lestari Handayani,29 November 2024,1,Ada bug jalan terus gak bisa ngapa ngapain pas mau war langsung ngebug gitu dan hal itu yang membuat saya tidak nyaman dengan bug itu tolong fix ya
Zakaria Yahya Al-Faqih,18 Desember 2024,1,Monton di per baiki dong darksistemnya gang gu mulu aku jadi turun renk gara gara dark sistem.Sampai dark sistemnya diperbaiki akan ku kasih retung 1 terutama di renk legen sekarang banyak dark sistem.
NURCHOLIS ABDUL MAJID,4 Oktober 2024,1,"Tambah parah sekarang MLBB sinyalnya selalu lag, kalau kita sedang main terus kepencet pengaturan tdk bisa d kasih kembali harus phy d kasih keluar aplikasi MLBBnya mohon di perbaiki secepatnya Main 2 jam bintang tetap aja sama gak naik² habis²in waktu doank emang dark system moonton"
Muhammad Ramadani,12 Desember 2024,4,"Game yang cocok buat anda yang ingin melepas stres🗿 kekurangannya sih masalah jaringan, jadi gak maksimal saat bermain. Btw pas selesai match kenapa yah selalu ada ""koneksi server terputus, harap kembali dan hasil pertandingan telah disimpan""?"
Kadek Ayu,26 November 2024,4,"ayolah moonton kalo org ga sengaja afk jgn lh banyak² turun kredit scorenya kita yg sering afk juga karena mungkin ada kesibukan mendadak :( cape bgt setiap hari harus naikin kredit score yang paling 1 kali main cuman bisa naik 1 kredit score, jadi mohon lah moonton jngn lama lama waktu buat naikin kredit scorenyaaa :("
Tria puspita,12 Desember 2024,1,"Game yg semakin tidak jelas , kalau sinyal hp hilang di laporkan pemain langsung kredit skor kurang ngk jelas. Di banding malah kata Silvana sudah sesuai , tidak mau mendengarkan kesalahannya di mana. Game lawakkk"
Abdi Gian Sayfullah,12 November 2024,4,"Fix lag nya dong padahal sinyal wifi saya kencang dan stabil , kenapa di game selalu saja ada gelaja patah-patah ram internal chipset sudah memadai, tolong kepada pihak moonton untuk serius memperbaiki ini segera !!! Sekian terimakasih. Sungguh mengecewakan saya sebagai player dari game yang kamu ciptakan ini **........... Kamu tau moonton ? , Saya mengucapkan selamat atas perbaikan sinyal serta lag yang terjadi pada game MOBILE LEGEND BANG BANG 🎉🎉 Tetap lah konsisten. ****"
Kevin Kezia,6 Desember 2024,4,Saya kasih bintang 4 karena gamenya sih udh bagus saya suka mainnya tapi masalah matchmaking ngelag tolong di perbaiki itu saja
Ahmad Sawiti,22 Oktober 2024,1,"penyeimbang matching sangat buruk, serta juga pencocokan tim yang sangat buruk. ini mewakili seluruh player bukan hanya saya, dari dulu pihak moonton selalu mengatakan seperti itu, tapi tidak ada peningkatan sama sekali dan malah mengalami penurunan sampai saat ini"
Yuda,25 November 2024,1,"Tolong lah perbaiki saya main dari mytik bintang 26 nyampe sekarang bintang 3, dua hari berturut-turut klh terus blm pernah di kasih menang"
Aep Aprian,18 Oktober 2024,4,"Tolong dong moonton, tombol interface nya di optimalkan lagi. Gabisa bnget semisal mau pencet skill delay bnget gabisa klik satu kali, harus di spam baru jalan tombol interface nya kek"
Ferdi Noval,12 Agustus 2024,2,tolong waktu draf pick di perbaiki lagi.... soalnya sering ketemu sama user yang sama... dan sering ketemu dark sistem tolong di perbaiki lagi..... mending main HOK di sana udah jelas draf pick nya dan jarang ada dark sistem... terimakasih
Ohno kada,29 November 2024,2,"mohon untuk pihak moonton player yg jaringan nya kurang bagus mending jangan di perbolehkan untuk main di rank,merusak banget soalnya dan komposisi Hero yang bener dikit lah"
Putra chikal,11 November 2024,2,Udah gk seru game update terus pas di update makin parah makan kapasitas penyimpanan nya. Auto uninstal
Zy Romy,6 Desember 2024,5,Dari awal saya bermain game mlbb ini sy mendapatkan pelajaran baru yg banyak sy dapat kan dan game ini jga membuat saya engga kesepian pokoknya game terpopuler lah sepanjang masa
Nabilatul Ismi,7 Desember 2024,4,"Gamenya sih bagus tapi tolong, kalo pilihin tim yang serasi lah kalo kitanya jago kasih tim yang jago, sebaliknya kalo kita kurang jago kasih tim yang kurang jago juga"
Sri Mini,18 Desember 2024,1,Apalah game kikir minimal kalo mau buat player senang jangan bagi skin dulu kayak pas main game gak seimbang cari lh lawan seimbang jad playernya bakal betah gua jamin gua kasih 1 dulu dasar game kikir kalo bikin game yang seimbang dong permainannya bayak dark system bikin susah main kalo gini terus adanya HOK yang menang
Pengguna Google,6 Oktober 2024,3,"Padahal game lain aman-aman aja sinyal nya,sering kalah gara² ngga bisa di gerakin, lagi war malah berhenti, kalo dah mati baru lah lancar. Ram 16 gb ternyata masih lag."
Ian GANZ,17 Desember 2024,3,"Tolong lah monton aku tau cuman paket game kasih la masuk, kan jaringannya bagus tuh, udah mau abis credit skor aku masih aj ga mau masuk"
Dian Tri utami,1 November 2024,1,"Saya suka bnget game nya, tapi tolong ini game nya bikin stress, masa di kasih tim boot yg jadi beban sementara tim lawan pro, maksudnya harusnya sama-sama d kasih tim yang seimbang biar adil, kalo kayak gini terus ini yang buat orang males buat main lagi, bukannya nagih tapi nambhin stress, yang ada pengen beralih ke yang lain"
Randy Wrtkn (5% シ),13 Agustus 2024,1,Matching yang tidak seimbang setiap kali bermain. Aku di kasih loststreek padahal aktif terus di dalam game. Di kasih lawan jago sedangkan teman di tim jadi feeder. Mobile Legend sekarang sudah gak kayak dulu. Mending pindah ke Honor Of King itu saran saya. Moonton sudah gak asik kasih matching bikin darah naik. Penyesuaian penyeimbangan Matching tidak adil!
Muhammad Edo Anggoro,10 Desember 2024,1,"Tolong matchmaking nya di perbaiki, nabarsk role mulu, katanya sudah di sesuaikan tp tetap jelek matchmaking nya g imbang sama musuh, masak tim role Marksman ad 4 gk lucu montot"
Eri Lubhe,6 Desember 2024,3,"Makin banyak bug, terlalu bnayak dark system, pengembang tidak respon terhadap keluhan game play."
Dhony Futra,7 November 2024,1,"game oke cuman setiap main ada player² pemula atau di katagori kan masi dalam tahapan rank rendah,pertanyaan saya kenapa player² yg masi rank rendah masuk di rank tinggi seperti rank metik honor,glory kita sebagai player kayak merasa berat bgt bukan musuh yg sulit cuman tim kita kadang gak ngerti cara main, untuk mooton tolongg banned akun akun yg di joki orang,sebab meresahkan bgt,apalagi para bocil-bocil yg gak bisa main di rank tinggi maksa di rank tinggi dengan ngejokiin akun."
Erwin Erwin,2 Desember 2024,1,"yang kasih star 5 emang anjinx... Cuma di game ini menjelkelkan, lag parah padahal jaringan bagus, blm lagi ktmu sama tim sampaah"
Fazhar Abiansyah,28 November 2024,1,Tolng dong klo kasih musuh jangan yang terlalu susah banget buat player baru karena saya player baru ketemu musuh udh kaya proplayer tolong min
Rafa Dhani,25 November 2024,1,"Plis moonton jangan lah kasih tim yang g setara, gini loh lu bikin sistem kalo orang ketauan dark sistem Ama g bisa maen atau rank rendah jan lu satuin Ama orang orang yang lagi fokus ngepush rank kaya rank glory imo .kalo gini trus yang main ml bakalan depresi semua Ama ada kemungkinan pensi gua jujur cape ngepush Mulu tapi apa gua malah ls 8 kali perkara tim gua yaitu seringnya mm gua g bisamaen ,8 kali ketemu mm modelan ke gitu cuma beda nickname, tolong banget ya monton di perbaiki lagi 😭😭"
Tin,10 Oktober 2024,1,"Apa si montoon makin kesini makin ga jelas sistem matchmakingnya. Ga kaya dulu gampang sekarang susah banget. Padahal kita main ya bener ga ngetroll tapi setiap main adaa aja yang maksa mm maksa hyper padahal ga bisa alhasil apa lose. Kalau kaya gini terus bakalan sepi ni game. Cape rasanya, baru menang terus kalah. Main 10 kali menang cuma sekali. Gimana si tolong lah montoon urusin matchmaking dulu yang bener baru bagi2 skin. Skin gratis banyak malah jadi kaya gini dark sistem mulu ketemunya."
Amel Lia,6 Desember 2024,4,"bagus, tapi kebiasaan nih klo udah legend 1 bintang full pasti langsung di kasih dark sistem, gimana mau mythic, terus bikin full memo pdhl aku udh hapus semua gameku tinggal ml doang 4thn main tpi ranknya di situ aja"
wahyu nia,14 Desember 2024,1,Ini game udah bagus tapi yang paling jelek dari game ini banyak dark system bikin nggak nyenengin padahal game diciptakan untuk membuat pemainnya senang tapi ini game nggak pakek prinsip yang ajg gblk
Chaidir,26 September 2024,1,"Permainan ini sering terjadi lag, Fps turun merah tiba² padahal jaringan full bar dan player² pemain di random hingga ketemu player terburuk dan Hingga merusak pertandingan, Jika game ini tidak layak untuk publik baiknya dihapus... sangat disayang kan banyak yg gemar permainan ini akhirnya beralih ke permainan lain. Jangan hanya meraup ke untungan tapi pikirkan juga kenyamanan player bermainan... Terima kasih"
Radit Saputra,13 Desember 2024,1,"Sulit naik bintang 1× menang diberi 10× kalah, pembohongan game di beri menang terus waktu pertama× main seterusnya mengalami kesulitan terus menerus."
Salim Dirgantara,13 Desember 2024,3,Game nya seru banget tapi MLBB sekarang sinyal nya jelekk bgt patah2 bikin emosi jja coba tolong min sinyal nya di perbaiki lagi biar enak main nya .kalo kaya gini trus bisa bisa saya apus game MLBB ini ? Tolong min di perbaiki lagi
Imam Wahyudi,17 November 2024,1,"Game kikir,game banyak bug,udah top up,misi tiket gratisnya ga dapet,kont**²,kalo ngga ada konpensasi yang setara gue uninstal,semoga aja pada pindah game semua 😡👎👎👎👎"
Andi Hud,18 Desember 2024,3,Game nya udah bagus tapi banyak player gak jelas dan kadang kadang toxic jika player nya gak toxic sama player nya itu jelas semua bakalan saya kasih bintang lima
Kenzo Rafael,12 Desember 2024,1,"Lag Mulu gak bisa main sama sekali selama 1 bulan ini,. Gak tau kendala apa jaringan atau dari game ini langsung,.gara2 lag terasa kaya bot mati Mulu depan turet musuh, sampai2 ruang penyimpanannya aku hapus donlot ulang lagi dari awal tetap aja ngelag,. Begitupun dari developer pemain kebanyakan mengeluh soal jaringan tapi tidak ada respon sama sekali untuk perbaikan,. Malas dah rasanya main ml lagi😣"
Naufal Heidi Ibrahim,8 November 2024,1,"Game anj***, dikasih dark sistem Mulu cape gw, udah main 7 kali menang 1 kali ngotak lah kasih tim yang seimbang lah,gw sengaja buat main game ini lagi biar gw bisa tenang, dapet tim tlol"
Teguhpurbo Teguh,24 November 2024,2,gag usah fownload.game burik.buang2 kuota.ini game paling lol bangeeettt.di lag kalau mau menang.... gag usah download...kalau kamu mau menang koneksimu dimatikan..terus dikasih tim tim burik.....saya hapusss...kalian gag bakalan asyk main game ini....cari yang lain aja.game paling menyedihkan....
Wanda Anugerah,8 November 2024,2,"Game udah bagus, tapi kenapa sejak event baru sering gabisa jalan diawal, padahal ping ijo bagus tapi gabisa jalan diawal game, tolong moonton benerin sistem ini"
Mustofa 2812,2 September 2024,1,"Game rusakkk. Mending HOK jelass enaknya... Udah banyak kehilangan player tapi sistemnya gx berubah, malah nyogok sama banyak skin.. Skin gratisan banyakkk,, tapi gx guna kalau gamenya gx jelas, sistemnya apa lagi.. mending HONOR OF KING game TERBAIK.."
Elfindra Saputra,11 November 2024,4,Seru banget aku pakek dairot alpa martis mpp terus tapi aku kasih bintang lima dulu karena sinyalku baik tapi permainannya engak tolong di perbaiki salam hangat
Eggy Setyawaan,20 Agustus 2024,2,Saya suka game ini tapi tolong lah ya Moonton lamgsung bantu kalo ada laporan cheat dan di TELITI DENGAN BIJAK!! Jujur saya kecewa karna ada cheat lag yang tbtb semua langsung merah pingnya ! Saya ada bukti di galeri masih saya simpan tolong lah terapkan juga vitur pembuktian adanya bug/cheat !!!
Ramadhan_al_ bali,5 Desember 2024,4,"Game bagus, cukup popular walau dah lama main kadang ada fase bosen tapi pengen main lagi, tolong event skin free nya hehe:)"
Santi Santi,13 November 2024,5,"Saya merasa senang bermain MLBB karena grafik bagus event yang di keluarkan juga bagus, tetapi di dalam pertandingan MOONTON tidak sportif memberi tim tidak seimbang, misalnya tim saya pemula dan tim musuh ini pro cara rotasi bagus dll, tetapi tim saya selalu pemula yang tidak tau arti rotasi war kacau dll. Sekian ulasan saya semoga kedepannya MOONTON lebih baik lagi."
Mohammad Hafidz,27 Agustus 2024,2,Tolong berikan tim yg seimbang dan adil karena sering sekali dapat tim yg kurang bagus mainnya sedangkan musuh jauh lebih hebat dan berikan sangsi terhadap pelayer yg maksakan lene padahal dia tidak bisa dengan kata ancaman yg bertulis ( kalo gua gk di kasih lene yg gua mau gua mau trol) tolong blacklist semua player yg hanya bermain untuk mengetrol. Tolong di perbaiki!!!
Pengguna Google,5 Desember 2024,5,ML memang top di pemabaruan ini. Semoga kedepannya akan bertambah baik lagi. Update yang baik terimakasih moonton... >Yang paling penting lagi adalah sistem match-nya kenapa di akun gw kok selalu ketemu tim yang suka ngetroll... Perbaiki ya.... Terimakasih🙏🙏🙏
abell vaniadeevazha,4 Desember 2024,5,"game nya bagus, tapi pas lagi ngerank itu wifi lancar banget ga ada kendala tapi tiba tiba hero nya ngefreeze kaya lari ditempat gitu, pas big lane lawan hancur akunya malah dapet afk, tolong buat developer nya di perbaiki lagi ya"
Muhammad Ihsan Fakhrurazi,11 Desember 2024,5,"Min gimana cara menonaktifkan verifikasi sekundernya, soalnya email saya tidak bisa digunakan lagi, jadi saya tidak bisa menerima otp di email"
Abid zaki maulana,9 Desember 2024,5,Geme mobile legends sangat bagus dan grafik fiturnya sangat bagus dan seson nama hero baru nya apaya kalau saya nama hero baru nya Saseyo
Rinaldi Dwi Putra,16 November 2024,1,hallo moonton saya sudah top up diamond +1000 tapi kenapa tidak dapat token navigator compass? apakah ini bug? sangat mengecewakan!
Abdul Ghoni,27 November 2024,1,masih banyak masalah yang pertama dark sistem dimana jika main solo ketemu player yang GK bisa main dan egois GK mau dibilangin dan yang kedua pas kita bilangin baik baik player tersebut melaporkan kita berkata kasar dan hasilnya kita di mute beberapa hari kan kita GK ngomong kasar cuma bilangin aja ini sistem GK di lihat lihat dulu ada bahasa yang pantas atau tidak dan yang ketiga kenapa pas main brawl lancar pas rank lag??? Yng keempat gara-gara event banyak pemain yang GK niat main di brawl
Andi Sultan Alauddin,14 Desember 2024,1,Game ini semakin hari tambah berat kuat sekali makan memori hp panas untung nya apa buat pemain capek main siang malam giliran turun bingtang parah banyak sekali di ambil sadis padahal kita bermain pake kuota BKN gratis beli mahal kalo sekedar hiburan mendingan nonton YouTube dpt ilmu baru dan banyak sekali anak kecil bermain asal2lan sikit2 mati terutama pagi hari dikit2 main riport hapus saja kecuali terbukti afk dan yg lebih parah lgi kalo di beri masukan tdk pernah di dengar egois gak 🤦
Segia Delita Putri,16 November 2024,4,"ini setiap in game ngelag ga karuan min kadang kluar sendiri, ngeframe, padahal sinyal oke aja"
Tati Nengsih,10 Desember 2024,1,"saya kecewa kenapa setiap saya memasuki mode rank, dan saat pemilihan hero tiba tiba keluar sendiri nge crash, dan saya baru memasuki pertandingan pada menit ke tiga itu sangat merugikan saya karena saya tertinggal level dan item yang harus dibeli, dan pada saat pertengahan juga saya mengalami crash dan saya malah terdeteksi afk, itu bukan kesalahan saya itu kesalahan pihak monton. saya benar benar kecewa saya sering terjadi dan itu di mode rank itu sangat merugikan saya."
JiuN MKRS,11 September 2024,1,"apa apaan setiap gua main nih game, dikasih sinyal merah trs padahal jaringan gua stabil. main game yang lain aja lancar, tapi pas gua main game ini jaringannya tiba tiba merah. apa lagi mainnya main rank kan thoulol. kalo gak jaringan, timnya yang thoulol. tolong dong monton benerin lagi, jangan samapai ada dark server yang gak jelas. game thoulol banyak dark sistem."
Akbar Tol,3 Desember 2024,1,"Gamenya bagus tapi sayang,pelit efek,pelit ngasih kemenangan buat playernya pantes panik disenggol HOK ternyata moonton gk adil cuma ngomong doang ""ayo bermain game yang adil bersama-sama"" eh ternyata giliran main bukanya adil malah curang Cuma biar banyak yang download aja terus biar banyak duit.masa ngespin dishop berkali-kali gk dapet sampe rugi tu diamond percuma Top up dapetnya Ampas terus.sengaja nyari hiburan eh bukanya terhibur malah nambah stres MOONTOD (MONTON NGENTOD)"
Muhammad Nur adnan,22 November 2024,3,"Kacau amat nih gamenya, ini bug atau apakah?ini tidak seperti biasanya. Setiap kali main rank selalu saja pro terus lawannya dan baru baru ini aku sudah kehilangan kurang lebih 10 bintang di rank. Perhatikan sistemnya yang kacau ini dong dan mohon diperbaiki, mungkin bukan aku saja yang begini,pemain lainnya pun akan ikutan kena dan bisa saja melaporkan masalah ini jika sampai sudah sekacau begini sistemnya.aku sudah kesal amat kehilangan 10 bintangku dari pada kemarin😭😭😭😭😭👎👎👎👎👎"
Muhammad Gaus,6 Desember 2024,5,Game ini sangat lah seru banyak yang kompak dan kadang tidak kompak tetapi tidak pernah ada yang mau kalah sendiri dia bejuang terus untuk moblie legend makasih
Zakha ria,4 Agustus 2024,1,"Pembaruan bukan meningkat malah tambah menurun, setiap permainan sering bug, dan bug nya itu parah banget sampei g bisa gerak, tolong lah yang ngotak dikit ngapa, dan sering dapet tim yang tolol, nub, ngetrol mulu."
Ryuu Sensei,22 Oktober 2024,1,"Game rusak, minimal ngasih tim yang bagus² lah, dari tim musuh pada jago semua. Percuma kasih skin² gratis, prbaiki dulu lah masalah pencarian musuh nya"
Rezky khairul Kamarullah,27 Agustus 2024,3,"Game nya seru namun kalo sering update begini jadi susah karena sekarang aja hp ram 2 aja udah gak bisa support lagi sering,ngeframe,bahkan bisa keluar game nya sendiri tolong kalo mau update itu buat fitur bagi yang ingin aja jadi yang hp ram 2 dan penyimpanan minim masih bisa"
Arif Munanjar,28 November 2024,1,Kenapa highlight nya harus di hilangkan padahal itu kan udh bagus buat di edit nya tinggal ambil yg bagus nya aja
Ronny Arsebang,23 November 2024,1,GAME HARAM Saya saranin jangan main game ini pembagian tim yang sering tidak adil saya sering dapat musuh yang jago sedang kan saya mendapatkan tim yang tidak mengerti main tolong di perbaiki baiki lagi sistem pembagian timnya kalo bisa sebelum main bisa milih roll dulu biar pas main GK nabrak roll yang sama
Tommy handika,20 November 2024,1,"Developer kikir,parah sih,sudah topup tapi token nolan phase 2 tidak bisa diklaim,dijanjikan kompensasi di tanggal 20,tapi waktu ditanggal 20,tidak ada sama sekali"
Rijal Abi,4 Desember 2024,1,"Maaf moonton saya kecewa dulu game ini nyaman sekarang bayak Player tocxik, rasis, saling ejek negara dan agama yg parah Player lain main gk benar tapi mereka malah ripot Player yg benar main nya terus anda malah ban Player yg benar 🫠. Benahin game anda contoh game sebelah nyaman."
Rmdn Ibrahim,14 Agustus 2024,1,game ga jelas lagi main rank malah tiba² keluar bilangnya update padahal ga di aktifin update otomatisnya. pas login ulang loadingnya lama pas di pertandingan udah kalah. jadi gw nunggu sampe hampir 5 menit cuma buat liat detik² tim gw kalah?. gg moontoon
ARDIN KURNIAWAN,12 November 2024,2,"Banyak drak sistem, tim nya gak sesuai,lebih cenderung player solo dapat tim drak sistem"
PURNA IRAWAN LOMBU PURNA,6 Desember 2024,5,Game nya sudah Bagus tapi masih ada sedikit bug yg membuat pengalaman bermain agak lambat Supaya di perbaiki
M Alif,7 Desember 2024,5,"karena game nya yg enak dimainkan dengan 5 orang,banyak sekali hero yg bisa dimainkan dan ada roll yg kita bisa kita main kan sesuai yg kita mau"
Bochel Puta,15 November 2024,2,"sungguh mengecewakan, gw sekarang main di kasih bot terus kenapa sih kenapa? segitu sepi kah nih game sekarang? kan yg bikin nih game sepi tub lu sendiri monton di kasih lawan yg gak seimbang, sekarang malah di kasih bot, anehh anehhh, kalo bukan karna gw udah banyak top up di lu gw gak bakal main game ini lagi montonn! sumpah gw kecewa berat jangan sampe lu bikin skin doang banyak tapi masih gini"" aja,PERCUMA! gk bakal laku game lu klo masih ampas begini"
Putra Putra,9 Oktober 2024,1,Saya tidak merekomendasikan game ini karena setiap orang pasti main game untung menghilangkan stres tapi berbeda dengan game satu ini game ini malahan membuat orangnya menjadi lebih stress. Tolong moonton yg baik please tolong perbaiki sistem matcmaking karena tim yg kudapat selalu tim yg sangat buruk sedangkan tim musuh sangat bagus bagus lebih tepatnya saya terkena dark system. Dan itu saja yg saya sampaikan semoga di perbaiki lagi kedepanyya
Sandi Muhammad Chandra555,10 November 2024,5,"Game mlbb sangat seru dan bagus,tapi skin aku sedikit tolong dong gif aku skin appun yg penting permananen,sudh dari saya segitu aj maksih :d :)"
