name,date,star,comment
Jeane D' Ado,26 Desember 2024,1,"Kalah kalah kalah dan kalah kapan baik grandmaster nya? Di season sekarang t41 bgt, setiap rank ketemu tim2 bot tapi musuh pro bgt kaya tim2 esport, mau feed di gamenya bingung dmn, tch dh di laporin2 juga org/setim yg t0loL tapi tetep di kasih tim yg sama lagi, muak woi mana dikit lagi season 😒, jadinya gw klo main/login cuma ngerjain event, main Clasik klo gk Snowy brawl dh itu doang, padahal di season sebelumnya gw semangat bgt mainya sekarang aduh 🙂🍵"
Angga,3 Desember 2024,3,Kecewa banget sama ini game sumpah bug nya banyak banget. Apalagi ini bug skil. Setiap klik skil malah ngga aktif walaupun tidak sedang coldown. Ketika di klik beberapa kali baru bener. Untuk ping sinyal bagus di angka 20 an. Sumpah bug skil yg meresahkan
Febry Anggara,20 Desember 2024,1,"Ayolah aku baru comeback main ini game tapi malah dikasih segudang bug yakali gua geser tapi tombol home dan menu gak bisa kebuka, bahkan kalau mau keluar dari game aku harus matiin hp baru masuk ke foto di lockscreen apalah."
Aura,23 Desember 2024,1,"moon maaf ni, tapi menurut gua dari gameplay dan Tim dan lawanya sekarang parah banget, Masa musuh nya sekarang lebih gila lah tim gua Dongo semua? ini gimana nih malah dark system banget, tambah parah ga kek dulu?? kalo bisa di perbaiki lagi kalo ga yang main nambah stress udah capek-capek gendong Dongo semua bintang nya turun padahal gua punya protector bintang, wkwkwk, lol banget"
Haniel Gerunganジ,19 November 2024,1,"game apaan njir, bagus efek doang tpi jaringannya ga pernah bagus.. udah make wifi+tes jaringan di ingamenya ijo, ee pas main di spam merah.. gw mainnya sampe muak njr, gameplaynya patah² krna jringan ngga konsen.. udah make perkuat jaringan masih aja tetap di spam merah.. gw pernah nyoba nyalain data+wifi, nah dipakein itu doang mainnya lancar+enak.. pls lah, jngan cuma dari segi efek yg sering di perhatiin, sinyalnya dongg perbaiki.. gw muak smpe² ngehapus gamenya pula.. gw balik, krna ada shi"
Naufal Gimantara,4 Januari 2025,5,"Game nya bagus banget, harga skin nya juga murah murah, tapi yang bikin gak enak di liat itu banyak skin/Hero yang gak di revamp, saran saya revamp skin/Hero, kayak revamp 3 Hero atau 2 secara bertahap, itu aja, dan juga jangan Buru buru amat santai aja, itu aja saran saya jika ada salah kata mohon maaf."
Waifu Wangy,6 November 2024,5,"Tolong update kedepan nya matching match nya buat lebih adil lagi soalnya ketika main rank ,karna rang gua udh mythic ,masih ketemu master v kebawah ,atau bisa di sebut player baru ,jadi nggak imbang permainannya ,dan satu lagi lambang negara nya tolong sebelumatch di perlihatkan lagi ,karna jadi mudah tau mana saja negara banyak ngetroll ,itu saja ,ayok Tencent ,gua udh main game ini dari China sama server Brazil ,match tolong di cari seimbang sesuai rank player"
Bahrul Ulum,13 November 2024,5,"Soal permasalahan gak bisa download recourses sudah teratasi. Tapi ada satu masalah lagi, yaitu kadang semua recourses yang sudah didownload malah kembali menjadi nol, alias menghilang begitu saja, seperti baru pertama Kali download gamenya. Saya pakai device: Poco x6 pro. Untuk saat ini sih lancar saja, tidak ada permasalahan yang baru saya sebutkan. Tapi saya akan coba beberapa bulan kedepan, kalau misalnya recourses tetap 100% (tidak termasuk update baru), saya akan kasih bintang 5."
Jefri Santana,12 November 2024,4,"Tolong pihak developer ringan kan game ini karna sudah terlalu berat buat hp 4/64 dan sistem matching nya benerin juga,masa iya epic bisa jumpa GM kalau solo.. minimal mythic lah !! Itu aja saran saya"
Up channel,7 November 2024,2,"Ada banyak kekurangan.... Musiknya juga ndk usah terlau besar bunyinya, masa suara heronya kecil, awal main musiknya membosankan klau boleh ndk usah pake suara musik jelak pusing dengarnya mending suara hero nya.... Dr sgi grafik sudah ok cuman itu kekurangan paling minus awal main"
Hiq Mal,24 Desember 2024,4,"Bagus banget gamenya event nya menarik dan juga skin² nya keren dan imut 😍, kenapa saya kasih bintang 4 karena dari bulan Oktober sampai sekarang saya masih stack di rank diamond 2 bintang 2 😭, jadi tolong kasih kesempatan untuk ke rank grandmaster tolong banget 😔, mohon kerja sama nya 🙏🏻"
Nia Karlida Yanti,12 Desember 2024,4,"Gamenya bagus cuma buat mode offline hero nya gak lengkap. Awalnya kukira cuma hero yang sudah dimiliki aja yang bisa dimainkan di mode offline, ternyata walsupun sudah dibeli hero nya tetap gak tersedia di mode offline contohnya shangguan. Kedepannya tolong dilengkapi lagi biar bisa nyoba hero nya tanpa harus online."
Ahsin Lusi,25 Desember 2024,1,"udah berapa kali di kasih ulasan tapi game nya tetep aja, leveling musuh selalu tidak seimbang. Diamond vs grand master , mau naik rank susah. Kalo ga gitu temenya yg beban ,ayolah tolong di perbaiki game nya. Aku harap bisa lebih baik. Dan saya uninstal dulu , thanks"
fikri bastian,23 Desember 2024,3,"Fps drop dan lag ketika dalam match, padahal jaringan full dan tidak dalam mode hemat daya. Semoga menjadi perhatian bagi team developer. Secara keseluruhan sudah cukup bagus."
Everaldo Michael,4 November 2024,1,"kecewa berat dengan game ini, cara matchnya gak jelas aneh saya main solo random nemu lawan yg mabar 3 kadang 5 terus tim saya gak jelas semua tolol mainnya pick hero kagak jelas tolonglah atur supaya gak nemu tim yg main partyan, gimna mau menang sedangkan tim kagak jelas musuh keras"" cobalah Tencent perbaiki matchnya, gimana mau rame klo cara matchingnya kagak jelas, gua tier tinggi nemu tim tier rendah, tim kagak jelas tim lawan jago"" banyak yg harus di perbaiki sistem jaringan, match tim"
Oke Stua,3 Januari 2025,4,"Sebelumnya maaf, 1.)bisa gk ya klo semisal demeg turet ke lawan itu di tingkatkan soalnya kan kebanyakan hero di hok itu punya darah yang lumayan tebel kadang sering di kill walaupun udah ke turet juga 2.) waktu mau recall di percepat sedikit Udah sih cuma itu aja mungkin saran dari saya untuk selebihnya dari game ini juga udah bagus dari segi grafik, efek skin, dan juga event atau fitur lain"
M. Rizqi,5 Januari 2025,3,"Tolong sesekali adakan event dengan hadiah semacam kartu untuk mengganti nickname ""player"". Sangat membosankan memasang nickname lama tanpa menggantinya, dan saya rasa melakukan pembayaran hanya sekedar untuk mengganti nickname sangat tidak layak. Maaf jika ini lebih ke permintaan daripada ulasan, karena sebagai salah satu player yang pas pasan, saya hanya ingin mengutarakan saran dan keinginan. 🐉"
Zaetun Kholik,6 November 2024,4,Sangat disayangakn untuk game yg menurut saya sudah bagus tapi. Ada yg membuatnya kurang bagus yaitu system reportnya yg kadang tidak bisa karna alasan MVP meski padahal dalam permainan dia ug paling merugikan tim.
Rhaynall AICA,7 Desember 2024,1,Jangan di download nih game rusak.. Makin lama makin gak jelas machmaking gak seimbang..sangat merugikan pemain solo ..kita stak di diamond 5 udah gak bisa naik lagi pas bintang udah full di kasih tim yang tolol...mungkin komputer yang main...trus musuhnya jago banget gak ngontak .
Aluman Deysi,27 November 2024,5,Gamenya sudah bagus dan karakternya juga banyak dan tidak membosankan namun ada kekurangannya. Yang pertama bisakah game ini ditambahkan mode offline agar game ini semakin bagus masa kalah sama game mobile legends yang ada mode offlinenya tambahkan lah mode offline biar makin bagus dan banyak yang mainin itu saja yang saya mau bilang terimakasih.
Ai Fuyumi,2 Desember 2024,2,"Tolong perbaiki sistem matchmacking nya Masa iya epic/legend ketemu gm sma mitik. Aku main semenjak epic sering ketemu player bot dan tier dibwah yang ditidak mampu mengikuti alur permainan alhasil mereka jadi nge feed, terutama untuk bot dan heran nya dimusuh tidak ada bot walaupun ada tetap tidak seimbang nya permainan membuat saya kecewa terhadap sistem match sekarang Tolong pihak Tencent segera di perbaiki sistem pencarian lawan nya agar pemain bisa nyaman bermain Terima kasih"
Agiel Surya Pratama Putra,15 November 2024,5,Game nya sudah bagus akan tetapi masih perlu banyak dioptimalkan seperti tombol tombol yang kurang delay dan juga untuk bagian skin mungkin bisa diperlihatkan sesuai dengan jenis nya.
M Latif,24 November 2024,5,"gemnya Bagus dan tidak pelit untuk memberi hero,skin dan diskon untuk membeli hero. setiap ada even pasti diberi 1 skin, dan grafiknya bagus dan juga banyak hero yang unik, dan mudah untuk tau cara melakukan combo, saya harap gemnya semakin bagus untuk kedepanya"
Aditya Putra Pratama,29 Desember 2024,3,"Saat bermain sistem pada mode offline bodoh banget, komputer dari tim gak bisa di andalkan, jujur sulit buat pake farm Lane sulit,jelas udah bener kita main nya tapi tetep aja komputer tim sendiri bodoh nya minta ampun, ya saya tau kalo itu cuma komputer tapi masa ya di tingkat kesulitan master sampai grandmaster serasa 1vs5 apaan coba seakan akan komputer di tim kita di program bodoh sedangkan musuh sebaliknya. Juga hal yang sama pada rank match tim lawak tidak membantu tim yg lain ketika war"
Ajeng Maharani,27 November 2024,5,"Untuk gamenya sih lumayan bagus ,,tapi bug²nya ini yg bikin ganggu ,,kadang kita keluar sendiri pas nyambung ulang lama bngt loadingnya smpe pertempuran nya selesai .itu aja min semoga game nya cpt di perbaiki 🙏terima kasih."
Ngarumasa Baelah,11 Desember 2024,1,"Makin ksini game nih makin suka leg pas war dan banyak bug gak jelas, padahal game nya bagus dan seru,apa developer nya cuma hanya ingin mengambil keuntungan saja tapi tidak memperhatikan pemain atau game nya, tolong di perbaiki, developer HOK sama tidak jelasnya AOV, cuma mengambil keuntungan nya saja tapi tidak memperhatikan game"
Chafidz Pramuedya Anharie,9 Januari 2025,5,"Honor Of Kings sudah sangat terbaik, match sudah adil, gameplay sangat menarik, Hadiah sangat banyak, kualitas skin terbaik, kekurangan hanya ada di server (tolong server nya lebih di optimalkan), Developer & Admin harus lebih banyak promosi agar lebih ramai di mainkan, berikan secepat mungkin untuk revamp beberapa hero seperti di HOK China, Transfer semua Hero HOK China ke Server Global agar gameplay tidak membosankan dan satu lagi = adakan transfer progresif game data AOV Global Ke HOK Global"
From Space,9 Januari 2025,5,"Wau wau wau just wau. Habis update tadi lebih berasa optimal, smooth, dan ping lebih bagus ga kayak beberapa bulan yg lalu, sumpah ini fell nya kayak HOK awal awal rilis(smooth). Nice job Dev, Semoga bisa lebih baik lagi ke depannya nya. (Langsung edit komentar dan kasih bintang lima gwe bjir)"
Kalvin Kandere,12 Januari 2025,2,oke lah tapi masalahnya tetap sama kalo udah update download data 0kb mulu padahal jaringan lancar penyimpanan masi banyak tapi kaga bisa download data sama sekalih jadi kalo update hapus trus download ulang tolong perbaikih ini lah
Miftakul Putra,9 Januari 2025,5,"Untuk keseluruhan udah bagus, apalagi event nya yang gak ngebosenin, hanya saja kadang ada beberapa match gitu waktu main ranked, masih banyak pick Hero yang tidak sesuai Lane nya"
Firman Dani,13 Januari 2025,1,"Apalah update kali ini saya sangat kecewa mulai dari timnya yg tolol, Mabar ber 3 pun 2nya beban apalagi solo jangan ditanya tim nya kek apa kalo ga buta map yah jarang bergabung dalam team fight, terlalu sering dibuat laporan hasilnya tetep gada perubahan malah yg ada tambah aneh teman 1timnya heran dengan update kali ini, jujur saya sebagai pemain hok ini sangat kecewa karna gada perubahan sama sekali jika kalo ngasi tim"
Bayu Dwika Sanjaya,13 Januari 2025,5,"sangat bagus untuk game moba, tapi gameplay nya buat lebih lama biar rata rata mainnya ga 15-20 menit, mungkin bisa dengan tingkatan hp dari turret nya🙏🙏"
Bojes Travis barker,27 November 2024,1,Ayo semua para pemain gaming ini semuanya uninstall/hapus ini game gak berguna game rusak..ping 30 aja rusak lag.. Game apaan ini gak berguna game patah2 taik.. Game menguntungkan yang buat bukan yang main..ini game merugikan gak berguna..hanya khusus di luar indo ini game bagus..di indo di rusak sinyalnya.. Udah banyak ngabisin internal bukan bagus tapi rusak..!!!
Yoranga Sandi,9 Januari 2025,4,"Grafik nya bagus, mekanik nya menarik, yah paling kurang nya di jaringan aja sih, mungkin jaringan disini kurang bagus, oh ya event nya juga sangat menarik, masih layak di mainkan lah"
Ridwan Saputra,13 Januari 2025,1,"Sistem unbind akun jangan dipersulit bisa ga? Alasan buat keamanan? Terlalu ribet keamanan game nya cik heran bukannya memper mudah malah memper sulit. Gw ganti HP nah hp yg lama nya dah gw jual trus login dihp baru pas mau nambahin tautan fb kok malah ada notif nyuruh nunggu entah sampe kapan disuruh nunggu nya. Kocak bet ni game. Bukan cuman itu, kadang macht making ga seimbang satu tim banyak sistem gelap musuh jago Mending benerin dulu sistem sistem yg jelek nya baru bagi bagi skin gratis"
Picekmoto Mu,9 Januari 2025,2,Minimal ram 8 kalo mau main game ni KLO GK pgen ngelek dah ku coba sama ram 6 nihil hasil leg.🤣Saat login berat karna animasi login gyapa lagi kualitas sinyal tidak stabil 🇰 .dan dinding kelomang/moster lebar dan banyak dinding jadi susah lari tidak sesuai koldon ULTI skil .dan sistem pemilihan line ribet penguna baru pasti awam jadi dapet sisa line y .sistem suara MC y terlalu moneton suara nya
Alexander Alvin Salim,9 Januari 2025,5,"bagi yg protes team tidak imbang. pas kalian dapat lawan lemah kalian diam dan merasa hebat. introspeksi diri dulu, terkadang hanya mlihat kesalahan rekan team tanpa melihat kesalahan diri sendiri. game sebelah bnyak dark system masih mudah dimainkan. bisa win streak sampai 20. di hok kadang gw juga sering merasa melawan bot, soalnya tidak mudah koordinasi 5 org bisa skillnya pas bergantian di dlm tower. gw sering main bot untuk latihan. bot hok memang sesusah itu. lbh mudah lawan manusia"
Alfaara ara,10 Januari 2025,5,game ini lumayan bagus dan banyak event-event yang datang setiap hari dan game ini juga bisa mode offline jadi menurut saya game ini sangat worth it -bet lumayan buat main kalo lagi gapunya paketan atau pulsa dan game ini juga gaada bung nya cuma aga ngelag aja pas lagi perang nya jadi udah lumayan worth it meskipun harus pake sinyal yang aga tinggi begitu saran saya sih aga di turunin sinyal nya soalnya saya itu udah pakai wi-fi tapi masih sinyalnya itu gak terlalu pas
libii bii,10 Januari 2025,1,"hay.. jadi gini bisakah jangan kasih saya tim ngebadut semua🤡, i mean DARKSISTEM. Saya marah saya sudah push rank berhari-hari tapi Anda kasih tim bot semua, saya kebanyakan kalah kebanding ws terus , ayolah kasih tim saya yang jago banget, kasih tim yang setara kek. Atau ini marketing hok? Percuma animasi skin bagus, segala"" bagus, tapi pas saya main ranked dapat tim bot.. bagaimana saya bisa naik rank jika kalian memilih tim bot untuk saya?😮‍💨"
Nur Syamsyiyah,10 Januari 2025,3,"menyebalkan, dark sistem dan penguna yang melakukan Chet sangat banyak, dan terkadang sering keluar apk ditengah pertandingan, dan skill tiba-tiba tidak bisa digunakan ditengah pertempuran , bahkan apk ini memiliki banyak bug yang terkadang sangat menyebalkan"
Narti Djafar,14 Januari 2025,1,"Senang deh mainnya, sayang kadang dapat lawan yang gak seimbang. Tapi keseluruhannya masih nyaman dimainin. Edit : sumpah matchingnya nggak seimbang tadinya mau hilangin stres malah tambah stres, saya sudah berapa kali ketemu lawan yang tier nya lebih tinggi dari saya, di tambah lagi rekan tim yang susah di ajak kerja sama, untuk sementara saya kasih bintang 1 dulu. Semoga bisa diperbaiki."
saenal enal,9 Januari 2025,5,"Game ini sangat seru! Grafisnya keren, gameplaynya menantang, dan kontrolnya responsif. Saya sangat suka bermain mode Ranked dan berkompetisi dengan pemain lain. 5 bintang!"
mumu & nana,9 Januari 2025,5,"bagus secara keseluruhan, dan tidak condong ke tim yg menang lvl and gold... yah intinya adil lah, walau ada bug jaringan sih kadang-kadang sama fps drop"
Repan Andrian,13 Januari 2025,3,"gamenya sudah bagus dan seru,tapi menurut saya untuk matchmaking nya sangat lama,dan HP turret nya terlalu sedikit,tolong perbaiki matchmaking dan tambahkan HP turretnya👍"
4 TunE,10 Januari 2025,1,Sudah melakukan pembayaran dan pembelian event cashback combo ketika sudah di bayar melalui bsi dan sudah berkurang saldo saya tapi tidak masuk dan seperti belum dibayar agar bisa di tindak lanjuti secepatnya
Dimas Ariyudha,11 Januari 2025,3,mantap game nya bnyak event gratis gamenya juga seru tapi ga bisa saya kasih bintang 5 Karena sistem matchmaking solo ranknya neraka bnget ketemu musuh gap nya jauh klo mabar baru seru
Dede Adi,14 Januari 2025,2,saya udh main game ini udh lama sekarang tambah bulan tabah tahun ko main pus rank tim pada gaco apa lagi ada bug nya lagi mohon lah perbaiki kalo kay gini ini gem bisa terlupakan mohon lah perbaiki bug nya ! kalo kasih tim tim yg bnr ko dapat tik bot semua padahal tahun kemarin baik2 aja tim bagus kalo pus renk emang bagus game ini mirip ml tapi sayang kasih tim ko bot semua sampe saya kalah saya main game ini udh lama dulu ngk kaya gituh ko sekarang bot semua tim gimna ini kalo kaya gini g
Rifqi Arasyi,9 Januari 2025,3,tolong Tencent matching nya kalau bisa di seimbangkan . sangat sulit matching nya ketika ingin bermain solo player karena tidak seimbang antara tim kita dengan tim lawan....
Muhammad Alif Refangga,12 Januari 2025,5,"Ayolah... Matchmaking masih saja tidak imbang pada rank. Sangat sulit untuk main rank saat ini. Masa rank bawah bisa gabung ke rank tinggi? Diamond dan master bisa main bareng, saya kurang setuju. Inilah yang menyebabkan ketimpangan. Mana main solo lagi. Tolonglah... Kalo rank master, ya sudah master aja semuanya. begitu juga rank lainnya. Saya sangat senang dengan game ini, tapi mohon peningkatannya."
Dinda Silvia,9 Januari 2025,4,"bintang 4 yaa, kalau mau bintang 5 harus sempurna banget!!! semoga lebih baik kedepannya (game tsb) banyakin skin gratisan yang bagusnya ya untuk player player sekarang, biar besok kalau udah lama kmu bagus akunnya hehehe. GAMENYA BAGUS KOOOOKK"
Turning Wilz,13 Januari 2025,5,"Suka banget dengan gamenya, I love Honor Of Kings🤗❤️. Setelah sekian lama menunggu akhirnya rilis global dan sudah aku mainkan dari awal rilis di playstore tanggal 20 Juni 2024. Tetap setia selamanya dengan HOK. Semoga tahun ini dan seterusnya bisa maju terus dan menjadi urutan nomor 1 di game playstore."
Wayudani Wayudani,9 Januari 2025,1,Kepada pihak developer Kenapa ya?setiap update baru pasti selalu di ingame nya harus banget download resourcenya ulang?jujur ini sangat merugikan bagi saya dan saya harap hal ini tidak terjadi lagi untuk kedepannya jika S9 nanti masih saja terjadi hal seperti ini maka kemungkinan besar saya akan berhenti main HOK untuk waktu yang cukup lama
Aruna Laksana,12 Januari 2025,1,"Gemnya ok bagus tp syg,selalu si kasih tim boot,selain itu ga ada kesalahan juga selalu nerima laporan padahal main sesuai aturan,tp pilipin malaysia mainnya ga bagus melanggar aturan ga pernah di respon,apakah ada main dengan kedua negara ini,masih mending belum ada di indo,sangat bagus konsisten dgn aturan yg ada tp sekarang gem ini hancur karena begini,klu hrs di bandingkan masih mending mobile kegend sangat bagus"
yuusha kanon,9 Januari 2025,2,"Banyak anomali pake roam mage ke Hero yg gak cocok roam lah, dari awal dah dapet tim gold Lane malah ke exp di awalah. Dan lag padahal pas main game lain gak lag"
Helmia Shinta Maharani,11 Januari 2025,5,"Match making ampas! gila capek ngegendong akun bot anj parah banget, perbaiki dong tolong! terus kalo lagi ranked sering banget jaringan bermasalah padahal jaringan gue baik2 aja."
Aldy Sm,9 Januari 2025,4,"suka game ini hanya satu yang membuat saya kesal yaitu ketika poin reputasi turun drastis karena di report orang lain. Menurut saya wajar saja jika melakukan feeder di mode normal/clasic karena kita sedang belajar hero.. dan tolong kalo bisa ketika poin reputasi turun jangan terlalu banyak banyak turun nya, karena naikin poin reputasi nya susah cuma bisa naikin 4 poin perhari"
Asman Sidik,9 Januari 2025,2,"HP kalian Ram 2/3 jangan Download. Ada crash/frame/lemot, awas nanti ada (penyimpanan anda penuhhhhhhhhhhh) paket lengkap deh pokoknya, padahal awal² gak terlalu makin kesini makin puarah loh rek"
Emilia,11 Januari 2025,2,"bagaimana ini Tencent, semenjak turun season saya mulai push, tapi mengapa tim saya setiap kali diberikan tim AMPAS, sedang tim musuh OP, matchmaking jadi ga seimbang, sampai saya berpindah role berapa kali juga tetep aja kalah kalah terus, perbaiki dulu lah"
Ardi Riky,9 Januari 2025,1,"game nya sangat menarik mohon di tingkatkan lagi supaya kami para player bisa bermain dengan nyaman bersama dengan teman, semoga ini game bisa memulai turnamen nya sendiri sehingga kami para player tidak sia2 bermain di game ini."
AditsSyafoetra,13 Januari 2025,2,"Terlalu banyak pelanggaran, pengalaman bermain game sangat buruk. Main game bukannya asik, malah bikin stres. Jago dikit di laporkan (kena peringatan), bodoh jadi beban (dapat hujatan). Padahal gk pake cheet atau pihak ketiga, tapi ada aja pelangaran. Kacau.!!"
Tama Pratama,10 Januari 2025,1,"Ini kenapa setingan saya udah ultra tapi grafik dalam game malah buruk bet tiba2 berubah kualitas sendiri, terlalu banyak bug di game gak jelas developnya urusin game segede ini"
Hails Hespero,13 Januari 2025,1,"Sumpah kesel bet gw. Tiba² lag. Tiba² keluar. Pas masuk game lagi udah kalah lane, padahal keluar cuma 1 menit doang pas durasi masuk game nya. Kadang juga langsung kalah tanpa ba bibu. Padahal sebelum update aman² aja gw maen enak naik ke gm. Kecewa gw. Sorry gw ubah rating gue"
Desy Lisstiani,12 Januari 2025,3,"Gem nya sih kata aku bagusan MLBB dari gambar, rank dan skin jadi di HOK ini skin nya dikit terus banyak yang harus di unduh dan untuk item aku kurang ngerti di HOK kalo di ML aku sih ngerti jadi untuk HOK aku kasih bintang 3 aja"
Novi Chan,10 Januari 2025,4,Moba paling saya suka. Tapi untuk update nya benar2 nyusahin tiap update atau ganti season download data lgi dan gk sedikit. Kalau mau cepet2 main ya semua jadi bola. Minus disini aja game nya
Nurul Paksi,13 Januari 2025,1,"Gak pernah bener dapet team nya. Solo player kecewa. Solo player gak akan bisa legend kalo sistem nya kayak gini, pasti stuck dan gak akan legend. Thanks"
pak roh,9 Januari 2025,5,semoga lebih berkembang lagi gamenya dan semoga bug bug sama klau dapat tim itu paling ga satu tier yang sama jadi game play ga jomplang klau dapat tim tiernya jauh di atas kita dan game terbaik hanya honor of King's yeeeyyyy
Tri Novandi Prasutyo,14 Januari 2025,1,"Gaada item yang bisa langsung kill kah, misalkan darah lawan udh tinggal sekali hit mati, soalnya dapat tim sering nge ks kill saya, jadi ilang mood maen weh, gaenak di ks trus, ngurangin darah lawan sendirian, tiba² roamer datang lempar skill damage dia yg ngambil killnya (kecuali tim fight silahkan, yg ngurangin darah bukan saya sendiri soalnya), sia² semua skill klo gini astagaaaa, behh kesal bet, betul² ngerusak mood"
MR Krabs,9 Januari 2025,5,"tolong untuk memberikan hukuman lebih tegas ke player yg afk, dan tolong sistem bisa mendeteksi player afk kemudian langsung diberi notifikasi ke rekan tim untuk menyerah namun bintang tidak dikurangi alias invalid"
Har Yanto20,9 Januari 2025,5,"kasih skin gratis lagi kaya awal rillis , supaya game sebelah anjlok , dan buat kualitas permainan lebih seimbang , biar ga ada darksistem . kalo seimbang permainan seru , kalo digame sebelah banyak juga dark sistem nya , ini hok juga ada namanya dark sistem beberapa pemain kalo bisa tolong diseimbang atau jangan ditemuin sama yg macam orang itu"
ariani ani,9 Januari 2025,5,"Heronya unik dan ngga ngebosenin, terus banyak event yang menarik pokoknya main game ini tidak membosankan. Seruu bgtt terus menantang juga Krn byk Hero yang keren skillnya 🥰"
Rizali Rahman,9 Januari 2025,5,"game moba hape yg sangat bgus. tapi entah kenapa orang Indonesia suka terperangkap di satu tempat saja padahal punya kesempatan mencoba dua tempat sekaligus. Mungkin ini alasan banyak orang Indo gak bisa keluar zona nyaman, betah jadi katak dalam tempurung, dan banyak gak open minded."
Felik Ib,10 Januari 2025,2,"Bug benerin min, Masa lagi main tiba tiba gameplay berhenti dan harus di close dulu dari aplikasi baru bisa main lagi benerin dulu min"
XI.4_17 ferenosi yunias.p,11 Januari 2025,1,"Awal sih bagus, terus sebulan ini gua main di kasih tim sampah, mikir lah role gue dapet suport terus masa mvp, tim gue jelek semua, jadi males main tau gak, apa banget deh muak gue main ini lama lama"
Nur Fauzan,9 Januari 2025,4,"tolong dong min, masa iya kalah 5kali berturut-turut? trus juga kalau naik cuma 1bintang dan di kasih kalah lagi, tolong dong dimana sistem Perseimbang timnya? saya sudah cape dapet tim yang tidak seimbang"
Rhaditz Rhapsody Real,11 Januari 2025,5,"Kalo bisa pas recall nya jangan terlalu lama untuk kembali ke base nya, dan untuk arah karaktek nya (joystick) nya jangan terlalu kaku. untuk selebih nya THE BEST!!"
fadli wahyudi,9 Januari 2025,5,"TERBAIK satu permintaan sih,, sistem match making nya diperbaiki,kayak yg master sama master, atau legend sama legend, yang setara lah pokoknya,, jangan yg master ketemu ama legend,kan gak setara kemampuan bermain game nya"
andi yani kurnia,11 Januari 2025,1,"Kasih match making yang bener t4iiii , jangan kek sebelah mentang² solo.. Najis banget pengen jd game berkembang masih pake cara begitu, di kira cari party gampang kali. Sampah, Makan tuh bintang 1 ! Makin ancurrr Rating lu makan ! Turunin sampe rating 2 !"
Elangf Faris,9 Januari 2025,5,game nya seru bgt cuman kalo lagi main terus ngelag itu yang bikin kesel tapi menurut aku ini game nya ada hunungan nya dengan cara melatih kekuatan atau diri gitu dan jika aku ga sengaja mati gt aku ga kesel sih tapi aku buat ke pelajaran karena kita ga boleh nyerah gitu aja
faltro back,9 Januari 2025,4,"Game sangat bagus, sayangnya gambar item terlalu susah untuk dikenali, dan terlalu jadul. Tolong buat gambar itemnya jadi lebih bagus lagi."
Victory Raka Ch.,13 Januari 2025,1,"Sumpah yah setiap main nih game sinyal gak pernah lancar pasti turun ke kuning Mulu padahal di tes internet bagus terus, aku gak akan main nih game lagi sampe di benerin, aku main game sebelah lancar lancar aja ini kok jadi lag parah"
Chronomage -,10 Januari 2025,4,"min, punishment dari reportnya lumayan ga guna kalo score yg di report lebih tinggi. pas jadi jungler kalo awal awal masih di lane masing masing, lalu midlane ngambil buff di next wave tanpa persetujuan dan ngambil creep jungle banyak banyak, ga valid reportnya. makin dikit gold yg di dapetin jungler, makin susah buat naikin skor in game tolong di tanggapi."
Abenkk Abenk,12 Januari 2025,3,"Gema nya sih bagus, tapi player nya pada docloo,tiap kali main dapet nya team ga jelas, sering mengalami delay saat war, setelah di update bukan nambah bagus malah makin payah"
Haryadi 181,11 Januari 2025,3,"game yang seru & bagus, tapi kasih bintang 3 dulu karena skin untuk hero loong kok gak ada sama sekali, tolong di buat biar tambah seru, nanti bintangnya ditambah, terima kasih"
ahmad syairozi97,9 Januari 2025,5,"hok lebih banyak varian Hero dan lebih pemurah suka ngasih gero atau skin gratis pokok nya ngga nyesel deh install game inr deru bingitts coba rasakan dan buktikan sendiri dengan bermain bersama teman lebih asyik, sukses terus admin HOK dan banyakin skin gratis lagi yg keren"
Jhon Tamaela,9 Januari 2025,4,"gamenya bagus,,kapasitas filenya juga lumayan tpi kalau bisa di kompres dong kapasitas file nya buat biar yg bermain bukan hanya mereka yg punya kapasitas handphone Ram 4 gb ke atas aja tpi 2gb juga bisa bermain."
Hardi Yanto,10 Januari 2025,3,game untuk saat ini mulai ada perubahan baik dari segi grafis ..dan keamanan akun harus dilakukan dengan baik juga.apalagi jaringan yang kurang baik
Shella Filianty,9 Januari 2025,4,"game nya bagus, lebih menarik krna banyak tambahan seru nya misal bisa naik kreta salju, cuma utk lawan tlng kasih yg sepadan sama usia pemain krna bintang bisa anjlok turun huhuhuhu udah capek capek.main kesel juga sih klo dpet tim yg masih buta map & tlng utk server nya knp.suka kluar sndiri pas masih perang"
Adam Jonata,12 Januari 2025,5,game nya seru banyak kelebihan nya seperti pemilihan tim dan lawan sangat seimbang membuat game jadi lebih mudah dan seruu.Di tambah ada banyak skin yang bagus dan geratisan
Wili Setiawan,9 Januari 2025,5,"game nya seru saya suka, dan lancar walaupun rata Kanan engga ngelag sama sekali, pokonya seru banget lah, tapi tolong lah pencarian match ny di percepat udah gitu aja saran dari saya"
Dhafin Alif,11 Januari 2025,5,Game hok keren banget gak rebutan lane terus grafik nya juga lumayan terus player nya gak toksik jadi main bisa lebih fokus.cuman ya mines nya jaringan nya 20 an tapi tetap lag
