name,date,star,comment,comment_prep
Tri Novandi Prasutyo,14 Januari 2025,1,"Gaada item yang bisa langsung kill kah, misalkan darah lawan udh tinggal sekali hit mati, soalnya dapat tim sering nge ks kill saya, jadi ilang mood maen weh, gaenak di ks trus, ngurangin darah lawan sendirian, tiba² roamer datang lempar skill damage dia yg ngambil killnya (kecuali tim fight silahkan, yg ngurangin darah bukan saya sendiri soalnya), sia² semua skill klo gini astagaaaa, behh kesal bet, betul² ngerusak mood",gaada item langsung kill kah darah lawan udh tinggal hit mati tim nge ks kill ilang mood maen weh gaenak ks trus ngurangin darah lawan tiba² roamer lempar skill damage ngambil killnya kecuali tim fight silahkan ngurangin darah sia² skill klo gini astagaaaa behh kesal bet betul² ngerusak mood
MR Krabs,9 Januari 2025,5,"tolong untuk memberikan hukuman lebih tegas ke player yg afk, dan tolong sistem bisa mendeteksi player afk kemudian langsung diberi notifikasi ke rekan tim untuk menyerah namun bintang tidak dikurangi alias invalid",tolong hukuman player afk tolong sistem mendeteksi player afk langsung notifikasi rekan tim menyerah bintang dikurangi alias invalid
Har Yanto20,9 Januari 2025,5,"kasih skin gratis lagi kaya awal rillis , supaya game sebelah anjlok , dan buat kualitas permainan lebih seimbang , biar ga ada darksistem . kalo seimbang permainan seru , kalo digame sebelah banyak juga dark sistem nya , ini hok juga ada namanya dark sistem beberapa pemain kalo bisa tolong diseimbang atau jangan ditemuin sama yg macam orang itu",skin gratis kaya rillis game sebelah anjlok kualitas permainan seimbang biar darksistem kalo seimbang permainan seru kalo digame sebelah dark sistem hok namanya dark sistem pemain kalo tolong diseimbang ditemuin orang
ariani ani,9 Januari 2025,5,"Heronya unik dan ngga ngebosenin, terus banyak event yang menarik pokoknya main game ini tidak membosankan. Seruu bgtt terus menantang juga Krn byk Hero yang keren skillnya 🥰",heronya unik ngga ngebosenin event menarik pokoknya main game membosankan seruu bgtt menantang krn byk hero keren skillnya
Rizali Rahman,9 Januari 2025,5,"game moba hape yg sangat bgus. tapi entah kenapa orang Indonesia suka terperangkap di satu tempat saja padahal punya kesempatan mencoba dua tempat sekaligus. Mungkin ini alasan banyak orang Indo gak bisa keluar zona nyaman, betah jadi katak dalam tempurung, dan banyak gak open minded.",game moba hape bgus orang indonesia suka terperangkap kesempatan mencoba alasan orang indo zona nyaman betah katak tempurung open minded
Felik Ib,10 Januari 2025,2,"Bug benerin min, Masa lagi main tiba tiba gameplay berhenti dan harus di close dulu dari aplikasi baru bisa main lagi benerin dulu min",bug benerin min main gameplay berhenti close aplikasi main benerin min
XI.4_17 ferenosi yunias.p,11 Januari 2025,1,"Awal sih bagus, terus sebulan ini gua main di kasih tim sampah, mikir lah role gue dapet suport terus masa mvp, tim gue jelek semua, jadi males main tau gak, apa banget deh muak gue main ini lama lama",sih bagus sebulan gua main tim sampah mikir role gue dapet suport mvp tim gue jelek males main tau banget deh muak gue main
Nur Fauzan,9 Januari 2025,4,"tolong dong min, masa iya kalah 5kali berturut-turut? trus juga kalau naik cuma 1bintang dan di kasih kalah lagi, tolong dong dimana sistem Perseimbang timnya? saya sudah cape dapet tim yang tidak seimbang",tolong min iya kalah 5kali trus 1bintang kalah tolong dimana sistem perseimbang timnya cape dapet tim seimbang
Rhaditz Rhapsody Real,11 Januari 2025,5,"Kalo bisa pas recall nya jangan terlalu lama untuk kembali ke base nya, dan untuk arah karaktek nya (joystick) nya jangan terlalu kaku. untuk selebih nya THE BEST!!",kalo pas recall base arah karaktek joystick kaku selebih the best
fadli wahyudi,9 Januari 2025,5,"TERBAIK satu permintaan sih,, sistem match making nya diperbaiki,kayak yg master sama master, atau legend sama legend, yang setara lah pokoknya,, jangan yg master ketemu ama legend,kan gak setara kemampuan bermain game nya",terbaik permintaan sih sistem match making diperbaiki kayak master master setara pokoknya master ketemu ama setara kemampuan bermain game
andi yani kurnia,11 Januari 2025,1,"Kasih match making yang bener t4iiii , jangan kek sebelah mentang² solo.. Najis banget pengen jd game berkembang masih pake cara begitu, di kira cari party gampang kali. Sampah, Makan tuh bintang 1 ! Makin ancurrr Rating lu makan ! Turunin sampe rating 2 !",match making bener t4iiii kek sebelah mentang² solo .. najis banget pengen jd game berkembang pake cari party gampang kali sampah makan tuh bintang 1 ancurrr rating lu makan turunin sampe rating 2
Elangf Faris,9 Januari 2025,5,game nya seru bgt cuman kalo lagi main terus ngelag itu yang bikin kesel tapi menurut aku ini game nya ada hunungan nya dengan cara melatih kekuatan atau diri gitu dan jika aku ga sengaja mati gt aku ga kesel sih tapi aku buat ke pelajaran karena kita ga boleh nyerah gitu aja,game seru bgt cuman kalo main ngelag bikin kesel game hunungan melatih kekuatan gitu sengaja mati gt kesel sih pelajaran nyerah gitu
faltro back,9 Januari 2025,4,"Game sangat bagus, sayangnya gambar item terlalu susah untuk dikenali, dan terlalu jadul. Tolong buat gambar itemnya jadi lebih bagus lagi.",game bagus sayangnya gambar item susah dikenali jadul tolong gambar itemnya bagus
Victory Raka Ch.,13 Januari 2025,1,"Sumpah yah setiap main nih game sinyal gak pernah lancar pasti turun ke kuning Mulu padahal di tes internet bagus terus, aku gak akan main nih game lagi sampe di benerin, aku main game sebelah lancar lancar aja ini kok jadi lag parah",sumpah yah main nih game sinyal lancar turun kuning mulu tes internet bagus main nih game sampe benerin main game sebelah lancar lancar lag parah
Chronomage -,10 Januari 2025,4,"min, punishment dari reportnya lumayan ga guna kalo score yg di report lebih tinggi. pas jadi jungler kalo awal awal masih di lane masing masing, lalu midlane ngambil buff di next wave tanpa persetujuan dan ngambil creep jungle banyak banyak, ga valid reportnya. makin dikit gold yg di dapetin jungler, makin susah buat naikin skor in game tolong di tanggapi.",min punishment reportnya lumayan kalo score report pas jungler kalo lane midlane ngambil buff next wave persetujuan ngambil creep jungle valid reportnya dikit gold dapetin jungler susah naikin skor in game tolong tanggapi
Abenkk Abenk,12 Januari 2025,3,"Gema nya sih bagus, tapi player nya pada docloo,tiap kali main dapet nya team ga jelas, sering mengalami delay saat war, setelah di update bukan nambah bagus malah makin payah",gema sih bagus player docloo kali main dapet team mengalami delay war update nambah bagus payah
Haryadi 181,11 Januari 2025,3,"game yang seru & bagus, tapi kasih bintang 3 dulu karena skin untuk hero loong kok gak ada sama sekali, tolong di buat biar tambah seru, nanti bintangnya ditambah, terima kasih",game seru bagus bintang 3 skin hero loong tolong biar seru bintangnya ditambah
ahmad syairozi97,9 Januari 2025,5,"hok lebih banyak varian Hero dan lebih pemurah suka ngasih gero atau skin gratis pokok nya ngga nyesel deh install game inr deru bingitts coba rasakan dan buktikan sendiri dengan bermain bersama teman lebih asyik, sukses terus admin HOK dan banyakin skin gratis lagi yg keren",hok varian hero pemurah suka ngasih gero skin gratis pokok ngga nyesel deh install game inr deru bingitts coba rasakan buktikan bermain teman asyik sukses admin hok banyakin skin gratis keren
Jhon Tamaela,9 Januari 2025,4,"gamenya bagus,,kapasitas filenya juga lumayan tpi kalau bisa di kompres dong kapasitas file nya buat biar yg bermain bukan hanya mereka yg punya kapasitas handphone Ram 4 gb ke atas aja tpi 2gb juga bisa bermain.",gamenya bagus kapasitas filenya lumayan tpi kompres kapasitas file biar bermain kapasitas handphone ram 4 gb tpi 2gb bermain
Hardi Yanto,10 Januari 2025,3,game untuk saat ini mulai ada perubahan baik dari segi grafis ..dan keamanan akun harus dilakukan dengan baik juga.apalagi jaringan yang kurang baik,game perubahan segi grafis .. keamanan akun juga.apalagi jaringan
Shella Filianty,9 Januari 2025,4,"game nya bagus, lebih menarik krna banyak tambahan seru nya misal bisa naik kreta salju, cuma utk lawan tlng kasih yg sepadan sama usia pemain krna bintang bisa anjlok turun huhuhuhu udah capek capek.main kesel juga sih klo dpet tim yg masih buta map & tlng utk server nya knp.suka kluar sndiri pas masih perang",game bagus menarik krna tambahan seru kreta salju utk lawan tlng sepadan usia pemain krna bintang anjlok turun huhuhuhu udah capek capek.main kesel sih klo dpet tim buta map tlng utk server knp.suka kluar sndiri pas perang
Adam Jonata,12 Januari 2025,5,game nya seru banyak kelebihan nya seperti pemilihan tim dan lawan sangat seimbang membuat game jadi lebih mudah dan seruu.Di tambah ada banyak skin yang bagus dan geratisan,game seru kelebihan pemilihan tim lawan seimbang game mudah seruu.di skin bagus geratisan
Wili Setiawan,9 Januari 2025,5,"game nya seru saya suka, dan lancar walaupun rata Kanan engga ngelag sama sekali, pokonya seru banget lah, tapi tolong lah pencarian match ny di percepat udah gitu aja saran dari saya",game seru suka lancar kanan engga ngelag pokonya seru banget tolong pencarian match ny percepat udah gitu saran
Dhafin Alif,11 Januari 2025,5,Game hok keren banget gak rebutan lane terus grafik nya juga lumayan terus player nya gak toksik jadi main bisa lebih fokus.cuman ya mines nya jaringan nya 20 an tapi tetap lag,game hok keren banget rebutan lane grafik lumayan player toksik main fokus.cuman mines jaringan 20 an lag
Amarinn n,13 Januari 2025,3,"kenapa setelah season baru ini , kok saya ga bisa main ranked, signal bagus tapi saat masuk ke pemilihan role langsung menghubungkan kembali jaringan.. tapi kalau normal lancar aja.",season main ranked signal bagus masuk pemilihan role langsung menghubungkan jaringan .. normal lancar
Leon,11 Januari 2025,5,"Mimin yang Baik/Tampan, terimakasih telah menghadirkan game ini ke global, saya sebagai player sangat senang mendapatkan skin yang free dan bagus, jadi, tetap lah maju, meskipun selalu di hina😁🔥🔥",mimin tampan terimakasih menghadirkan game global player senang skin free bagus maju hina
Fiqih Happs,13 Januari 2025,2,"Developer pengingat kenapa ya setiap maen rank kebanyakan loss streak dibandingkan win streak ada player yg masuk terkadang asal memilih Hero jadi kalah jika memainkan ranked match tolong dijawab developer ini mau ngingetin lagi ada bendera PH atau Chinese di setiap tim rata"" mereka tidak ikut berpartisipasi kerjasama mohon izin developer melihat akun saya saya maen seperti apa🙏",developer pengingat maen rank kebanyakan loss streak dibandingkan win streak player masuk terkadang memilih hero kalah memainkan ranked match tolong developer ngingetin bendera ph chinese tim berpartisipasi kerjasama mohon izin developer akun maen
Irfan Faizzudin,10 Januari 2025,1,"Jaringan jelek banget banget banget bintang 3 jadi 1 sumpah gedek bgt gw jaringan waktu war selalu pecah delay 0.5-1 detik, buat dari ML Mau kesini mending pikir pikir dulu gamenya ga bagus bagus amat jaringannya",jaringan jelek banget banget banget bintang 3 1 sumpah gedek bgt gw jaringan war pecah delay 0.5 1 detik kesini mending pikir pikir gamenya bagus bagus jaringannya
Ervano Ace,9 Januari 2025,1,"Ini pas masuk ke game minta update, giliran udah update pas lagi di lobi screen game, mental, force close, padahal pake hp 8/256 snapdragon 720G. Aneh banget dah",pas masuk game update giliran udah update pas lobi screen game mental force close pake hp 8 256 snapdragon 720g aneh banget dah
Rivaldo Marcelino Nababan,9 Januari 2025,5,"Saya sangat suka Hok.Gamenya seru dan sangat royal terhadap para pemain,cthnya saya yang seorang player f2p bisa punya 130 an skin hanya dengan bermain dari awal rilis game ini secara global,sedangkan di game yang lain saya hanya bisa memiliki skin sebanyak 1/3 nya saja padahal saya sudah bermain 3 tahunan.Semoga game ini dapat terus berkembang dan menjadi semakin baik,dan jangan menjadi menjadi pelit jika suatu saat sudah menjadi top game mobile di skala global,sekian.",suka hok.gamenya seru royal pemain cthnya player f2p 130 an skin bermain rilis game global game memiliki skin 1 3 bermain 3 tahunan.semoga game berkembang pelit top game skala global sekian
Raffly putra,13 Januari 2025,2,ini kenapa setelah update preferensi jaringan jadi jelek banget? gw sebelum update jaringan lancar² aja kok di angka 17-18 tpi setelah update kenapa jadi 80-120?,update preferensi jaringan jelek banget gw update jaringan lancar² angka 17 18 tpi update 80 120
Spiza Callea,9 Januari 2025,5,"Grafis ✅✅✅✅✅ Gameplay ✅✅✅✅✅ Voice & Teks Indo ✅✅✅✅✅ Fitur & Event ✅✅✅✅✅ Musik ✅✅✅✅✅ 1. Maen 3 bulan udah dapet hampir semua hero tanpa keluar duit samsek. Bukan game kikir 💸💸💸. 2. Kolabnya mantab jiwa. Contoh: kolab JJK, SNK, Frozen 💯. 3. Heronya interaktif, bisa ngomong sama hero-hero lain. Ga diem-diem bae 🤐. 4. Devnya mau dengerin player 👍. 5. Ga toxic ygy 🤢.",grafis gameplay voice teks indo fitur event musik 1. maen 3 udah dapet hero duit samsek game kikir 2. kolabnya mantab jiwa contoh kolab jjk snk frozen 3. heronya interaktif ngomong hero hero diem diem bae 4. devnya dengerin player 5. toxic ygy
Nur Roiffah,9 Januari 2025,4,"Min, aku kasih rate 4 dulu soalnya download fiturnya kok g jalan ya... Padahal storage masih banyak, wifi lancar...",min rate 4 download fiturnya g jalan ... storage wifi lancar ...
Diana Number 09,10 Januari 2025,1,"selesai main trus victory, jaringan tiba tiba hilang trus masuk game lagi, dan hasil pertandingan tidak ada. sebagai balasan gamemu tidak lagi ku mainkan. terimakasih",selesai main trus victory jaringan hilang trus masuk game hasil pertandingan balasan gamemu ku mainkan terimakasih
shofi afriyanti,9 Januari 2025,1,"bagi yang mengeluh matchmaking ranked yang terlalu susah dan sering ketemu pemain yang seenaknya sendiri, cuma ada satu solusi perbaiki skill issue anda dan ""get gud""",mengeluh matchmaking ranked susah ketemu pemain solusi perbaiki skill issue get gud
SK2H SK2H,9 Januari 2025,5,"game bagus, matchmaking nya cukup cepat dan setiap menemukan lawan lumayan adil, event bervariasi, sinyal stabil, terbaik lah .",game bagus matchmaking cepat menemukan lawan lumayan adil event bervariasi sinyal stabil terbaik
Farouq Azra ar-Ridha,11 Januari 2025,5,"Game yang sangat seru, tapi tolong developer, berikan kami sebagai player orang-orang yang tidak beban dalam memainkan game ini, satu tim gaada yang bisa maen, udh digendong malah dikatain dari system, tolong di banned aja akunnya min",game seru tolong developer player orang orang beban memainkan game tim gaada maen udh digendong dikatain system tolong banned akunnya min
Aldrie B'DOEL,11 Januari 2025,1,knp sih abis di perbarui gamenya jadi sering error bgni. tiba lgs keluar bgtu aja. sama gk bisa liat riwayat pertandingan sumpah parah bgt 😢,knp sih abis perbarui gamenya error bgni lgs bgtu liat riwayat pertandingan sumpah parah bgt
Gaming Oy-oY Maulana,9 Januari 2025,3,Yang saya aneh kalo misalkan kita main buruk karna efek jaringan atau hp trus kitanya mati Mulu dan di laporin sama player yang lain dan itu secara tidak langsung kitanya di kenakan sangsi kan GK masuk akal kecuali kita keluar game secara sengaja atau kita main curang nah ini mah kita kalah karna alesan hp kalo tidak jaringan tapi pihak HOK selalu memberikan sangsi tanpa nyari tau dulu alasanya kenapa,aneh kalo main buruk karna efek jaringan hp trus kitanya mati mulu laporin player langsung kitanya kenakan sangsi masuk akal kecuali game sengaja main curang mah kalah karna alesan hp kalo jaringan hok sangsi nyari tau alasanya
Diva Micayla,9 Januari 2025,3,"untuk event dan hal lainnya bisa saya bilang sudah sangat baik, tetapi untuk matchmaking nya terkadang tidak adil selain itu juga terkadang saya mendapatkan pemain dengan skill yang buruk dan ketika saya melaporkan pemain tersebut terkadang laporan saya dianggap tidak falid, itu yang membuat saya memberi game ini bintang 3, jika itu semua sudah diperbaiki saya akan merating ulang game ini",event bilang matchmaking terkadang adil terkadang pemain skill buruk melaporkan pemain terkadang laporan dianggap falid game bintang 3 diperbaiki merating ulang game
M. Alif Al Ghozi,11 Januari 2025,1,"Plislah nggak tau lah gimana developer melakukan matchmaking, saran dari saya melakukan matchmaking berdasarkan tier lane aja bang biar pas ketemunya, udah kalah terus saya dari tadi bukan saya merasa jago tapi saya udah Semaksimal mungkin mainnya tapi tim saya nggak tau mainnya kek nggak jelas bisa-bisanya capek min sumpah, kalo sama"" Jago saya Terima kalahnya ini nggak adil banget tier lane nya masih 5 sedangkan saya 30 apaan itu developer, jadi death game pulak ini nanti game lama""",plislah nggak tau gimana developer matchmaking saran matchmaking berdasarkan tier lane bang biar pas ketemunya udah kalah jago udah semaksimal mainnya tim nggak tau mainnya kek nggak bisanya capek min sumpah kalo jago kalahnya nggak adil banget tier lane 5 30 developer death game pulak game
Daniel Iqbal,13 Januari 2025,1,"Saranku jaringan di perbaiki,hilang trus ga jelas ,hilang tiba2 padahal jaringan hp bgus, lama2 ku APUS ni game klau gini trus... Tiap kali udh di kasih teman bot ,jaringan pas ada musuh hilang trus ,apasih",saranku jaringan perbaiki hilang trus hilang tiba2 jaringan hp bgus lama2 ku apus ni game klau gini trus ... kali udh teman bot jaringan pas musuh hilang trus apasih
Wisuda Aji,9 Januari 2025,1,"Gamenya bagus, bagus kalau ga diinstal udahlah matchmaking ga imbang, ui berat banget, hero ga balance bikin stress pokoknya",gamenya bagus bagus diinstal udahlah matchmaking imbang ui berat banget hero balance bikin stress pokoknya
Alfin Music Asia,9 Januari 2025,4,"Min tolong p ngaturan ui pada analog agar dapat di atur posisinya , dan satu lagi knpa ya banyak sekali player yang tak paham map (peta)",min tolong p ngaturan ui analog atur posisinya knpa player paham map peta
Pocox3 Nfc,9 Januari 2025,5,Game favorit. Kalo ada yang bilang game ini jelek atau kasih bintang satu Brati kalo gak skill individu pemainnya ya hpnya yang kentank maklum tipikal orang indo. Apalagi palyer mobile entd skillnya cupu gak akan mampu main game hebat seperti hok ini. Dark system itu cuma alasan nutupin skill yang cupu. Palyer mobile entd.,game favorit kalo bilang game jelek bintang brati kalo skill individu pemainnya hpnya kentank maklum tipikal orang indo palyer entd skillnya cupu main game hebat hok dark system alasan nutupin skill cupu palyer entd
MTegar Juliansyah,9 Januari 2025,3,"HOk update kali ini serasa ngediskriminasi,,,setiap main selalu dapat musuh yang susah dan timnya yang tidak seimbang dan sinyal yang benar benar lag parah sialan,,sebelum update nggk da kendala apa apa tuh dan juga update ini HOK setiap kali aku main selalu keluar keluar sendiri tanpa alasan tanpa sebab aja gitu dan itu selalu terjadi😡😡😡😡😡😡😡😡benar benar membuat kecewa😡😡😡kesal😡!!!",hok update kali serasa ngediskriminasi main musuh susah timnya seimbang sinyal lag parah sialan update nggk da kendala tuh update hok kali main alasan gitu terjadibenar kecewakesal
Muhammad Dzaky,9 Januari 2025,5,"Min kalo bisa untuk orang yang melanggar lane dan afk hukumannya di perberat lagi dong seperti gabisa main ranked dulu atau gimana gitu dan kalo bisa hukuman pengurangan bintang ranked match di hilangkan saja, soalnya sudah capek² ngepush ke 25 masak tiba² turun sendiri karena gapernah main ranked lagi",min kalo orang melanggar lane afk hukumannya perberat gabisa main ranked gimana gitu kalo hukuman pengurangan bintang ranked match hilangkan capek² ngepush 25 masak tiba² turun gapernah main ranked
30. ROHIB SAMSUL ALAM,12 Januari 2025,4,"Game nya bagus tapi ketemu player yang ga bisa main,tolong di kasih peringatan buat player kayak gitu nyusah in orang nurun in rank mulu,tolong lah yg adil gitu kayak dapat tim tololl mulu",game bagus ketemu player main tolong peringatan player kayak gitu nyusah in orang nurun in rank mulu tolong adil gitu kayak tim tololl mulu
PLAYER K,11 Januari 2025,1,"pantesan game nya sepi ya org kadang kalo lg maen tiba"" sinyal drop jaringan jadi merah payah banget pdhal udah pakai wifi kenceng masih aja sering tiba"" drop",pantesan game sepi org kadang kalo lg maen sinyal drop jaringan merah payah banget pdhal udah pakai wifi kenceng drop
reza prabukusuma,17 Desember 2024,2,Setelah update gameplay nya jadi terlalu kompetitif di mode normal..padahal tujuan saya bermain untuk fun bukan untuk kompe.. Sehingga akhir akhir ini saya tidak bisa menikmati bermain hok walaupun sedang banyak event... Hal ini membuat saya malas untuk memainkan game ini,update gameplay kompetitif mode normal .. tujuan bermain fun kompe .. menikmati bermain hok event ... malas memainkan game
Mas Ransi,4 Januari 2025,4,"Game ini adalah game yg ramah Karena aku gak pernah dibully di game ini. Sedangkan kalau di game sebelah, aku selalu kena ejekan, tapi developer tolong y revamp karakter namanya mozi, soalnya ulti nya kurang stun, bisa di dash sama musuh, terus mozi dijadiin tank😁",game game ramah dibully game game sebelah kena ejekan developer tolong revamp karakter namanya mozi ulti stun dash musuh mozi dijadiin tank
Muhammad Arya,17 Desember 2024,5,Gamenya Sangat bagus dan enak saat dimainkan tapi tolong sinyal di buat jadi lebih enak dan nyaman tapi gakpapa lah mudahkan lawannya jangan keras2 naik rank aja susah tambahin update lagi kalo bisa aku kasih rating 5 karena masih bagus gamenya semoga tambah baik kedepannya,gamenya bagus enak dimainkan tolong sinyal enak nyaman gakpapa mudahkan lawannya keras2 rank susah tambahin update kalo rating 5 bagus gamenya semoga kedepannya
Ryan Febrian,8 Januari 2025,2,"Matchmaking tolong diperbaiki, Matchmaking dalam hok adalah bug terburuk yg pernah saya mainkan, dan tolong perbaiki fps drop yang terjadi secara tiba tiba.",matchmaking tolong diperbaiki matchmaking hok bug terburuk mainkan tolong perbaiki fps drop
William Leonaldi,19 Desember 2024,1,"Makin menjadi kenapa dark sistem banyak banget tim sendiri lemah ga ngerti main ada juga yg nyoba hero, terus di tim musuh jago sama kompak semua. Ini dev ngasi komposisi tim ginana sih? Cape cape naik rank turun karena dark sistem atau player negatif mending uninstall aja sekalian",dark sistem banget tim lemah ngerti main nyoba hero tim musuh jago kompak dev ngasi komposisi tim ginana sih cape cape rank turun dark sistem player negatif mending uninstall
Raja Syamsul mubarok,3 Desember 2024,1,"game nya oke cuma matchmaking nya jelek bgt, masa di tim sendiri di kasih bot sedangkan musuh full player, dan kalau full player juga rank nya jomplang bgt, setim dikasih org yg baru naik gm dan musuhnya epic B80 an kan ga masuk akal anjg",game oke matchmaking jelek bgt tim bot musuh full player full player rank jomplang bgt setim dikasih org gm musuhnya epic b80 an masuk akal anjg
rizky adhitya,10 November 2024,1,"Untuk developer game honor of kings. Saya mohon tolong tetapkan pemilihan role dengan hero yang bisa digunakan hanya pada role itu saja. Karena banyak player yang memaksa menggunakan hero role lain padahal sudah digunakan oleh rekan satu tim. Misalnya user farmlane biarlah hanya bisa pilih farmlane saja. User midlane hanya bisa pilih hero midlane saja. Saya sebagai player, sangat lelah dan emosi melihat teman yang mencuri lane dan pasti kalah. Saya sangat memohon kepada Anda. Terima kasih.",developer game mohon tolong tetapkan pemilihan role hero role player memaksa hero role rekan tim user farmlane biarlah pilih farmlane user midlane pilih hero midlane player lelah emosi teman mencuri lane kalah memohon
Skmt Santa,22 Desember 2024,1,"Hai developer, saya chat di dalam game untuk tim sendiri pakai bahasa Indonesia biasa ""kok"", malah dapat ujaran tidak bagus, kenapa?....padahal ""kok"" itu seperti ucapan ""kayak"",""seperti"", dan kenapa malah dapat ujaran tidak pantas, kayaknya butuh kamus lebih banyak untuk di Indonesia deh",hai developer chat game tim pakai bahasa indonesia ujaran bagus .... ucapan kayak ujaran kayaknya butuh kamus indonesia deh
FG. FIGHTING,20 Desember 2024,1,"game awalan doang bagus lama"" jelek, balikin HOK yg dulu, yg sistem team nya seimbang, kalau gk niat memperbaiki gk ush rilis, gk ush banyakin event percuma banyak event tapi game rusak melulu, perbaiki dulu noh sistem mu, player ngetroll banyak kali, gk ush pake poin langsung ban akun cok!!",game awalan doang bagus jelek balikin hok sistem team seimbang niat memperbaiki ush rilis ush banyakin event event game rusak melulu perbaiki noh sistem mu player ngetroll kali ush pake poin langsung ban akun cok
Starry Sky,17 November 2024,1,Sangat kecewa dengan keputusan developer untuk menjadikan Hero Garuda sebagai adaptasi/wadah dari Hero yg sudah ada. Sebagai Hero ke 2 Ekslusif yg khusus rilis di HOK Global. Mengapa TiMi sebagai Developer harus membuat blunder yg seharusnya bisa dihindari. Luara sebagai Hero ekslusif pertama Global mempunyai skill set original. Mengapa ketika menyangkut Region Indonesia seakan developer menyepelekannya! Mengapa begitu ada perbedaan yg begitu besar?,kecewa keputusan developer menjadikan hero garuda adaptasi wadah hero hero 2 ekslusif khusus rilis hok global timi developer blunder dihindari luara hero ekslusif global skill set original region indonesia seakan developer menyepelekannya perbedaan
Rama Satoru,4 Januari 2025,1,"Ok lah udah muak kalah terus.. biarin... tapi tolong dong sistem 1 device 2 akun bisa saling bantu di event😇 masalahnya temen saya ga ada yang main hok rek.. pada main nya game sebelah.. saya jadi cuma bisa mandiri, itung-itung akun 2 biar guna gitu.. tolong dong",ok udah muak kalah .. biarin ... tolong sistem 1 device 2 akun bantu event temen main hok rek .. main game sebelah .. mandiri itung itung akun 2 biar gitu .. tolong
Tani maju,9 Januari 2025,5,"Tingkatkan lagi untuk pencarian sistem macth,sistem random macth sering tidak seimbang. Pemain dengan kualitas rendah masih banyak di tier grandmaster,dimana sering mengambil buff teman sendiri.",tingkatkan pencarian sistem macth sistem random macth seimbang pemain kualitas rendah tier grandmaster dimana mengambil buff teman
Rizqi Santoso,5 Januari 2025,4,"saran aja min, klo mau rilis hero² baru namanya ganti aja jgn ke china²an trs agak susah nyebut namanya🙏, ini kan game sudah server global juga. kalau misal hero yg terkait mitologi china gabisa diubah namanya, maka yg tdk ada hubungan mitologi ubah saja, klo bisa satu kata aja nama heronya, contoh: liu shan, liu bang, liu bei, hou yi, sima yi, zhang fei, xuance dll itu susah namanya, coba aja kayak da shiming jadi augran kan keren tuh.",saran min klo rilis hero² namanya ganti jgn china²an trs susah nyebut namanya game server global hero terkait mitologi china gabisa diubah namanya tdk hubungan mitologi ubah klo nama heronya contoh liu shan liu bang liu bei hou yi sima yi zhang fei xuance dll susah namanya coba kayak da shiming augran keren tuh
Makrudin Maskem,3 Januari 2025,3,Saya kasih bintang 3 karena pas main kenapa musuhnya lebih pro dari tim saya dan rank musuh lebih tinggi dari saya oleh karna itu developer game harusnya bisa perbaiki pas cari lawan harus seimbang masa tim saya tier ranknya lebih kecil jauh dari tim lawan tier rank yang besar😮‍💨,bintang 3 pas main musuhnya pro tim rank musuh karna developer game perbaiki pas cari lawan seimbang tim tier ranknya tim lawan tier rank
Rizki Satria putra,16 Desember 2024,4,"Game nya sudah bagus tapi saat match solo tolong untuk timnya jangan pada beban, biarpun bot tapi botnya harus menyesuaikan sama tier kita. Misalnya kita tier master, botnya juga level master. itu saja saran dari saya, perbaiki matchmakingnya.",game bagus match solo tolong timnya beban biarpun bot botnya menyesuaikan tier tier master botnya level master saran perbaiki matchmakingnya
Tevy Pitra Oktavia Oktavia,21 Desember 2024,5,"Saya kasih nilai 10/10. Dari segi grafik, skin, event dan lain lain sudah sangat bagus. Dan lumayan oke untuk sekarang, matchmaking juga udah sedikit adil untuk saya kali ini. Namun kekurangan nya, opsi costum untuk grafik di tingkatkan lagi dan beberapa bug dihilangkan. Intinya buat developer dan tim pengembang tetep semangat buat kembangin game ini. Intinya, improve dulu fitur yang masih kurang, matchmaking yang bagi orang lain gak adil tolong di improve juga. Terima kasih.",nilai 10 10. segi grafik skin event bagus lumayan oke matchmaking udah adil kali kekurangan opsi costum grafik tingkatkan bug dihilangkan intinya developer tim pengembang tetep semangat kembangin game intinya improve fitur matchmaking orang adil tolong improve
N W,3 Januari 2025,2,"Begini bang, KALAH MENANG BIASA. Aku sudah mainin 6bulan, berat bang, grafik 100%MANTAP. Tapi isiNYA antara Hero DMG/DEF perlu diperhitungkan bang, bukan ASAL bikin Hero. Jadi HERO yg dipake ya,, itu2 saja, HERO YANG DIPAKE AREA+DMG GEDE. Hero lain jadi ampas, gak guna. Contoh lain juga, salah satu temen ulti TELEPORTasi PAS OPEN WAR, malah nutupin layar SEMUA rekan, ini sama saja senjata makan tuan, pengen kaya helcurt+chips di game sebelah, tapi ini ultinya malah nutupin rekan sendiri. HaHaHa",bang kalah menang mainin 6bulan berat bang grafik 100 mantap isinya hero dmg def diperhitungkan bang bikin hero hero dipake itu2 hero dipake area dmg gede hero ampas contoh salah temen ulti teleportasi pas open war nutupin layar rekan senjata makan tuan pengen kaya helcurt chips game sebelah ultinya nutupin rekan hahaha
